GENDER,HOME_VALUE,HH_INCOME,NET_WORTH,PRES_KIDS,AGE,HOMEOWNER,CREDIT_RATING,PART_AFFILIATION,CONFIDENCE_LEVEL,BUBBLES,Childrens_Recency_of_Purchase,Fashion_Accessories_and_Beauty_Recency_of_Purchase,Female_and_Male_Apparel_Recency_of_Purchase,High_Ticket_Female_Apparel_Acc_Recency_of_Purchase,High_Ticket_Home_Decor_Recency_of_Purchase,Home_Decor_Recency_of_Purchase,Intimate_Apparel_and_Undergarments_Recency_of_Purchase,Kitchen_and_Bath_Recency_of_Purchase,Male_Apparel_Recency_of_Purchase,Modern_Contemporary_Decor_and_Gifts_Recency_of_Purchase,Other_Recency_of_Purchase,Purchase_Date_Range,TARGET
F,O,N,G,TRUE,45-54,H,C,I,0,Working for the Weekend,5,,,,,,,,,,,1,0
M,P,D,H,TRUE,35-44,H,B,D,0,Subway Surfers,,,,,5,5,,,,,,1,0
F,S,R,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,,1,,3,4,5,,5,,5,1,0
F,R,O,I,,55-64,H,B,R,0,Suburban Socialites,,,,,5,5,,,,,,1,0
F,R,N,I,,75+,H,A,,0,Golden Era,,,,,,,,,,,,1,0
F,R,P,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,,,,,,,,,,,3,0
M,S,O,I,,65-74,H,B,R,0,Old Money,,,,,,,,,,,,2,0
F,A,P,I,TRUE,55-64,H,B,I,0,Suburban Socialites,,2,3,,,,,,5,,,2,0
F,Q,K,H,TRUE,35-44,H,B,D,0,Downtown Dreamers,3,5,2,,1,5,2,4,,1,,1,0
F,I,F,G,,65-74,H,B,D,0,Back at the Ranch,,5,,,,,,,,,,5,0
F,I,F,G,,65-74,H,B,D,0,Back at the Ranch,,5,,,,,,,,,,5,0
F,I,F,G,,65-74,H,B,D,0,Back at the Ranch,,5,,,,,,,,,,5,0
M,N,O,I,,75+,H,B,,0,Urban Elites,,4,5,,,,3,,,,,1,0
M,M,N,I,TRUE,65-74,H,A,D,0,Silver Sneakers,5,,2,,4,,5,5,2,4,,2,0
F,Q,O,I,TRUE,65-74,H,B,R,0,Wealth Whispers,1,3,,,,,4,,,,5,1,0
F,R,N,H,,75+,H,B,,0,Silver Sneakers,,,,,4,,,4,,4,,4,0
F,A,N,G,TRUE,55-64,H,D,I,0,Home for the Holidays,,5,,,,,,,,,3,2,0
F,P,N,E,,65-74,H,D,D,0,Retired and Relaxed,5,,,,,,,,,,,3,0
F,R,R,I,TRUE,55-64,H,B,R,0,Wealth Whispers,,,5,,2,,,,5,2,,1,0
F,,Q,A,,55-64,H,,I,0,Hometown Heroes,,,,,,,,,,,,1,0
M,P,S,H,TRUE,45-54,H,C,D,0,Patriotic and Proud,5,5,,,3,3,,,,,,3,0
F,S,S,I,TRUE,45-54,H,B,R,0,Lowkey Luxe,,3,4,,,,,,2,,4,2,0
M,U,F,I,,75+,H,B,L,0,Senior Discount,,,,,,,,,,,,,0
F,O,N,F,,65-74,H,,D,0,Retired and Relaxed,5,4,,,3,,,,,3,,1,0
M,Q,O,H,,75+,H,C,D,0,Country Club Set,5,5,,,3,,,,,3,,1,0
M,S,Q,H,TRUE,55-64,H,C,D,0,Wealth Whispers,,,3,5,,,,,1,,,1,0
F,Q,P,I,FALSE,45-54,H,B,,0,Patriotic and Proud,5,,1,1,5,,5,,5,5,1,1,0
F,S,S,I,TRUE,35-44,H,B,,0,Life in the Fast Lane,,1,2,,2,4,5,5,5,5,5,1,0
F,R,Q,I,TRUE,45-54,H,C,R,0,Lowkey Luxe,3,,2,,4,4,2,,5,5,,2,0
F,R,O,H,TRUE,65-74,H,D,I,0,Old Money,5,,,,3,,3,,3,3,,3,0
F,Q,S,H,TRUE,45-54,H,F,D,0,Lowkey Luxe,,5,5,,5,5,,,,,5,3,0
M,U,Q,I,TRUE,55-64,H,D,D,0,Suburban Socialites,,,,,,,,,,,,,0
M,U,Q,I,TRUE,55-64,H,D,D,0,Suburban Socialites,,,,,,,,,,,,,0
M,R,R,I,TRUE,75+,H,B,D,0,Country Club Set,5,,,,,,,,,,,5,0
F,R,R,H,FALSE,45-54,H,B,R,0,Minivans and Malls,4,,3,,,,3,,,,,1,0
F,S,S,I,TRUE,55-64,H,C,R,0,Suburban Socialites,,1,3,,1,,5,,,1,,1,0
F,R,O,I,,75+,H,B,R,0,Senior Elite,,,,,,,,,,,,1,0
F,R,O,I,,75+,H,B,R,0,Senior Elite,,,,,,,,,,,,1,0
F,R,O,I,,75+,H,B,R,0,Senior Elite,,,,,,,,,,,,1,0
M,Q,R,I,TRUE,35-44,H,C,D,0,High Tech Rednecks,2,5,5,,2,,5,2,5,,1,1,0
F,S,S,I,TRUE,55-64,H,B,R,0,Wealth Whispers,,2,5,,,,3,5,2,,,1,0
F,O,N,H,,65-74,H,B,I,0,Retired and Relaxed,,,2,,5,,,,,,,2,0
M,R,O,I,TRUE,55-64,H,C,D,0,Suburban Socialites,,5,2,4,3,3,,,2,,,1,0
F,R,S,I,,55-64,H,C,D,0,Wealth Whispers,,4,1,,1,1,,2,,4,5,1,0
F,R,R,I,,65-74,H,B,R,0,Old Money,,,,,,,,,,,,1,0
M,Q,S,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,,2,,1,3,,,4,1,2,1,0
F,S,S,I,TRUE,55-64,H,D,L,0,Wealth Whispers,,4,2,1,4,5,2,4,1,5,4,1,0
F,S,S,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,4,2,2,1,5,5,2,3,1,2,1,0
M,U,J,G,TRUE,75+,H,F,L,0,Silver Sneakers,,,,,5,5,,,,,,1,0
F,Q,R,I,,65-74,H,C,I,0,Suburban Socialites,,5,1,5,3,,,,,3,,1,0
F,Q,R,I,,65-74,H,C,I,0,Suburban Socialites,,5,1,5,3,,,,,3,,1,0
M,R,R,I,,65-74,H,A,I,0,Country Club Set,,,3,,,,,,,,,2,0
M,R,S,I,TRUE,55-64,H,A,L,0,Suburban Socialites,,5,,5,1,4,4,3,,1,,1,0
F,S,S,I,TRUE,65-74,H,D,D,0,Wealth Whispers,,5,3,,5,5,4,,4,5,,1,0
F,Q,P,I,TRUE,55-64,H,B,,0,Wealth Whispers,5,5,,5,,,,,,,,1,0
F,M,R,I,TRUE,55-64,H,B,,0,Single and Thriving,,,,,,,,,,,,,0
M,Q,S,I,TRUE,65-74,H,B,D,0,Wealth Whispers,,,,,,,,,,,,,0
M,S,S,I,TRUE,75+,H,B,R,0,Old Money,,,,,5,,,,,,,1,0
F,S,P,I,TRUE,65-74,H,B,R,0,Urban Elites,5,5,1,2,1,1,,5,3,,,1,0
F,Q,R,I,,65-74,H,A,D,0,Old Money,,5,3,,,,3,,,,,1,0
F,Q,J,I,,75+,H,B,,0,Golden Era,,,,,5,5,,,5,,,1,0
F,Q,L,H,TRUE,55-64,H,B,R,0,Dynamic Duos,,3,5,,1,1,,,1,,,1,0
M,Q,O,I,TRUE,65-74,H,B,R,0,Country Club Set,,,,,,,,,,,,,0
M,O,O,H,TRUE,35-44,H,C,I,0,Keeping Up With The Joneses,4,5,,,,,,,,,,4,0
F,Q,P,I,TRUE,75+,H,A,D,0,Old Money,,5,,,,,,,,,,5,0
F,S,P,I,,55-64,H,B,D,0,Wealth Whispers,5,,,,,,,,,,,3,0
F,S,S,I,,75+,H,B,R,0,Senior Elite,,,,,,,,,,,,3,0
F,U,H,A,TRUE,45-54,H,,,0,Average Joes,5,,,,,,,,,,,5,0
F,Q,R,H,TRUE,45-54,H,C,R,0,Minivans and Malls,,2,1,,2,2,,,2,,2,1,0
M,R,P,I,TRUE,65-74,H,B,D,0,Old Money,,,5,,5,,,,,5,,1,0
F,H,N,H,,65-74,H,A,I,0,Silver Sneakers,,,,,,,,,,,,,0
F,H,N,H,,65-74,H,A,I,0,Silver Sneakers,,,,,,,,,,,,,0
M,M,F,B,TRUE,75+,H,D,D,0,American Classics,,5,,,5,5,,,4,,,1,0
F,M,N,F,TRUE,45-54,H,,D,0,Successful Singles,,,,,,,,,,,,5,0
F,N,O,H,,75+,H,D,I,0,Senior Elite,,5,,,,,,,,,,1,0
M,L,S,F,TRUE,45-54,H,D,D,0,Lowkey Luxe,,,2,1,1,1,,,,2,,1,0
M,M,L,H,TRUE,55-64,H,C,D,0,Country Clout,,,,,,,,,,,,2,0
M,J,J,A,TRUE,45-54,H,D,D,0,Successful Singles,5,,,,,,,,,,,5,0
M,J,B,H,,75+,H,A,D,0,Senior Discount,,,,,,,,,,,,3,0
M,P,O,G,TRUE,35-44,H,C,R,0,Jet Setters,2,4,5,2,1,5,3,2,2,1,,1,0
F,U,R,H,TRUE,55-64,H,A,D,0,Single and Thriving,,2,,,5,5,,,,5,,2,0
F,K,N,G,TRUE,35-44,H,C,R,0,Date Nights City Lights,,,,,,,,,,,,1,0
F,K,N,G,TRUE,35-44,H,C,R,0,Date Nights City Lights,,,,,,,,,,,,1,0
F,I,N,H,TRUE,75+,H,B,D,0,Silver Sneakers,5,,,,,,,,,,4,1,0
F,J,O,H,TRUE,55-64,H,E,R,0,Suburban Socialites,,,,,,,,,,,,,0
F,Q,O,H,,65-74,H,D,D,0,Wealth Whispers,,5,,,,,,,,,,5,0
F,Q,O,H,,65-74,H,D,D,0,Wealth Whispers,,5,,,,,,,,,,5,0
F,Q,O,H,,65-74,H,D,D,0,Wealth Whispers,,5,,,,,,,,,,5,0
F,Q,O,H,,65-74,H,D,D,0,Wealth Whispers,,5,,,,,,,,,,5,0
F,Q,O,H,,65-74,H,D,D,0,Wealth Whispers,,5,,,,,,,,,,5,0
M,L,L,G,TRUE,55-64,H,D,D,0,Country Clout,,5,,,,,,,,,,2,0
F,O,Q,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,3,,,,,,5,,,1,0
F,P,O,H,TRUE,55-64,H,B,I,0,Single and Thriving,,5,,,,,,,,,,5,0
M,P,O,I,,75+,H,B,L,0,Local Legends,,,,,5,5,,,,,,2,0
F,Q,O,I,TRUE,55-64,H,A,R,0,Wealth Whispers,5,,,,5,,,,,5,,2,0
F,M,J,G,TRUE,65-74,H,E,D,0,Single Sophisticates,,,5,,4,,5,5,,4,,2,0
F,Q,R,I,,65-74,H,B,R,0,Old Money,,3,,,,,,,,,5,3,0
F,Q,R,I,,65-74,H,B,R,0,Old Money,,3,,,,,,,,,5,3,0
F,Q,R,I,,65-74,H,B,R,0,Old Money,,3,,,,,,,,,5,3,0
M,,O,I,,75+,H,,I,0,Local Legends,,,,,,,,,,,,3,0
F,P,S,H,TRUE,45-54,H,B,R,0,Lowkey Luxe,,,,,,,,,,,,,0
F,Q,R,I,TRUE,75+,H,C,D,0,Old Money,,3,,,4,,5,,5,4,,1,0
F,M,L,E,TRUE,75+,H,D,R,0,Retired and Relaxed,,,,,,,,,,,,1,0
F,Q,Q,I,,65-74,H,C,R,0,Country Club Set,,,,,,,,,,,,5,0
F,Q,Q,I,,65-74,H,C,R,0,Country Club Set,,,,,,,,,,,,5,0
F,M,O,H,,55-64,H,A,D,0,Wealth Whispers,,4,,2,5,5,,,5,5,,2,0
F,Q,O,I,TRUE,65-74,H,E,R,0,Old Money,,5,5,,,,5,,,,2,2,0
F,,J,H,TRUE,55-64,H,,I,0,Dynamic Duos,,2,,,2,,1,2,,,5,1,0
M,Q,O,I,,75+,H,B,D,0,Old Money,,,,5,,,1,,2,,,1,0
F,,N,I,TRUE,75+,H,,D,0,Retired and Relaxed,,,,,,,,,,,,,0
F,H,H,B,TRUE,35-44,H,G,,0,Subway Surfers,,,,,,,,,,,5,5,0
F,O,O,I,TRUE,35-44,H,B,R,0,Glitterati,5,5,,,5,5,,,,,,5,0
M,Q,O,I,TRUE,35-44,H,B,D,0,High Tech Rednecks,4,4,5,1,3,,,3,4,,,1,0
F,O,L,H,TRUE,55-64,H,C,D,0,Dynamic Duos,5,5,3,,,,2,,,,,2,0
F,S,R,I,TRUE,65-74,H,B,R,0,Wealth Whispers,,1,4,2,4,4,,,,,,1,0
F,K,L,F,TRUE,65-74,H,E,L,0,Dynamic Duos,,,,,,,5,,,,,5,0
F,K,L,F,TRUE,65-74,H,E,L,0,Dynamic Duos,,,,,,,5,,,,,5,0
F,P,R,H,TRUE,55-64,H,D,D,0,Wealth Whispers,,,3,,,,,,,,,3,0
F,P,R,H,TRUE,55-64,H,D,D,0,Wealth Whispers,,,3,,,,,,,,,3,0
M,O,O,G,TRUE,45-54,H,C,L,0,Minivans and Malls,,,5,,,,,,,,,5,0
F,Q,N,I,,65-74,H,B,,0,Retired and Relaxed,,,,,,,,,,,,3,0
F,Q,N,I,,65-74,H,B,,0,Retired and Relaxed,,,,,,,,,,,,3,0
F,Q,N,I,,65-74,H,B,,0,Retired and Relaxed,,,,,,,,,,,,3,0
M,F,L,E,,65-74,H,D,,0,Dynamic Duos,,,,,2,3,,,4,,3,1,0
F,Q,Q,H,TRUE,35-44,H,C,I,0,Glitterati,2,,,2,5,5,,,,5,,2,0
F,Q,Q,H,TRUE,35-44,H,C,I,0,Glitterati,2,,,2,5,5,,,,5,,2,0
F,M,O,F,TRUE,45-54,H,B,D,0,Lowkey Luxe,5,,,,,,,,,,,5,0
F,L,J,G,,75+,H,C,D,0,Golden Era,,5,,,5,5,,5,,,,1,0
M,M,P,H,TRUE,55-64,H,C,R,0,Wealth Whispers,,5,1,,,,,,,,,1,0
M,J,D,B,,55-64,H,D,D,0,Urban Mashup,,,,,1,,,,,,,1,0
M,J,D,B,,55-64,H,D,D,0,Urban Mashup,,,,,1,,,,,,,1,0
F,R,N,I,,75+,H,B,D,0,Greatest Generation,,,,,,,,,,,,4,0
M,Q,L,F,TRUE,55-64,H,B,D,0,Single Sophisticates,,,,,,,,,,,,,0
M,Q,L,I,TRUE,65-74,H,B,D,0,Single Sophisticates,,,,,,,,,,,,2,0
F,M,N,I,,75+,H,C,R,0,Retired and Relaxed,,,,,,,,,,,,5,0
M,M,H,B,,65-74,H,D,R,0,Blue Collar Boomers,,,4,,,,,4,,,,1,0
F,Q,N,H,TRUE,75+,H,C,I,0,Golden Era,,2,3,,5,,3,,,5,,2,0
F,S,R,I,,75+,H,B,L,0,Senior Elite,,,,,,,,,,,,5,0
F,S,S,I,TRUE,65-74,H,,D,0,Suburban Socialites,5,1,1,2,1,5,5,2,2,5,4,1,0
M,Q,R,H,TRUE,55-64,H,C,D,0,Suburban Socialites,,,4,,,,,,,,,1,0
F,H,H,G,TRUE,45-54,H,F,I,0,Average Joes,,5,,,,,,5,,,,1,0
M,R,S,I,TRUE,55-64,H,D,D,0,Wealth Whispers,5,5,,,5,,4,,3,5,,3,0
F,M,O,G,TRUE,55-64,H,E,L,0,Wealth Whispers,,,,,4,,,,,4,,4,0
M,S,P,I,,55-64,H,B,D,0,Wealth Whispers,5,5,5,,,5,,,,,,2,0
M,S,Q,I,TRUE,45-54,H,B,N,0,Jet Setters,4,4,1,5,3,,,,5,3,5,1,0
M,S,N,I,,75+,H,A,D,0,Golden Era,,,,,,,,,,,,4,0
M,R,O,I,,75+,H,B,D,0,Country Club Set,,,,,,,,,,,,,0
M,R,Q,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,5,2,,,,,,5,,,1,0
F,R,R,I,,65-74,H,C,D,0,Urban Elites,,5,4,2,4,,,4,,,,2,0
F,Q,O,I,TRUE,55-64,H,E,R,0,Suburban Socialites,,5,2,,3,3,,3,1,,,1,0
F,U,Q,I,,75+,H,,D,0,Senior Elite,,,,,,,,,,,,,0
F,R,S,I,TRUE,55-64,H,C,R,0,Wealth Whispers,,5,,1,2,,5,,2,2,,1,0
F,S,S,I,,75+,H,C,,0,Old Money,5,5,5,5,5,,,,,5,,1,0
F,R,O,I,,75+,H,A,D,0,Senior Elite,,,,,2,,,,,2,,2,0
M,O,P,H,TRUE,55-64,H,B,R,0,Suburban Socialites,,,,,,,,,,,,3,0
M,O,P,H,TRUE,55-64,H,B,R,0,Suburban Socialites,,,,,,,,,,,,3,0
F,S,R,I,,75+,H,A,,0,Country Club Set,5,5,4,2,5,,,5,4,5,,2,0
M,P,O,H,TRUE,75+,H,C,R,0,Urban Elites,,,5,,,,,,,,,2,0
F,S,R,I,TRUE,65-74,H,,I,0,Wealth Whispers,,5,5,,,,5,4,,,,4,0
F,S,P,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,,,,,,,,,,,2,0
M,S,Q,I,,65-74,H,B,D,0,Old Money,,,,,,,,,,,,,0
M,S,Q,I,,65-74,H,B,D,0,Old Money,,,,,,,,,,,,,0
F,N,O,I,,55-64,H,C,D,0,Wealth Whispers,,4,,,,,,,,,,4,0
M,Q,R,I,,75+,H,B,R,0,Old Money,,,2,4,1,5,,1,5,3,,1,0
M,Q,O,I,FALSE,65-74,H,C,L,0,Single and Thriving,,5,3,5,5,,5,5,1,5,5,1,0
M,Q,O,I,FALSE,65-74,H,C,L,0,Single and Thriving,,5,3,5,5,,5,5,1,5,5,1,0
M,Q,O,I,FALSE,65-74,H,C,L,0,Single and Thriving,,5,3,5,5,,5,5,1,5,5,1,0
M,Q,O,I,FALSE,65-74,H,C,L,0,Single and Thriving,,5,3,5,5,,5,5,1,5,5,1,0
F,Q,S,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,5,5,,4,,,,,5,5,4,0
F,Q,S,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,5,5,,4,,,,,5,5,4,0
F,Q,S,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,5,5,,4,,,,,5,5,4,0
M,Q,P,I,,65-74,H,C,D,0,Wealth Whispers,,,4,4,,,5,,,,,4,0
F,Q,Q,I,TRUE,75+,H,B,D,0,Old Money,,4,,,,,,,,,,4,0
F,Q,Q,I,TRUE,75+,H,B,D,0,Old Money,,4,,,,,,,,,,4,0
F,Q,O,I,TRUE,65-74,H,B,D,0,Old Money,4,,,,,,,,,,,3,0
F,O,N,G,,65-74,H,D,R,0,Dynamic Duos,,4,,,,,,,,,,4,0
M,R,S,I,TRUE,65-74,H,B,D,0,Old Money,,5,,,4,4,,5,,,5,1,0
F,U,D,B,TRUE,35-44,H,,,0,Subway Surfers,,,,,,,,,,,,5,0
M,Q,Q,I,TRUE,75+,H,B,D,0,Old Money,,,,,,,,,,,,5,0
F,R,N,I,,75+,H,B,I,0,Golden Era,,,,,,,,,5,,,1,0
F,U,J,A,,75+,H,,I,0,Retired and Relaxed,,,,,,,,,,,,,0
F,Q,R,I,TRUE,55-64,H,G,R,0,Wealth Whispers,5,4,1,3,3,,5,3,5,4,4,1,0
F,O,O,G,TRUE,55-64,H,C,D,0,Wealth Whispers,,,,,,,,,,,,,0
F,S,R,I,TRUE,75+,H,C,R,0,Old Money,,5,2,,3,3,,5,4,,,2,0
F,Q,O,I,TRUE,65-74,H,B,I,0,Old Money,,,,,,,,,,,,5,0
M,Q,P,H,,45-54,H,E,D,0,Jet Setters,,5,2,,2,2,,,5,,,1,0
F,L,L,B,TRUE,55-64,H,D,D,0,Dynamic Duos,5,1,5,,2,2,5,4,1,2,1,1,0
F,N,J,G,,75+,H,D,L,0,Golden Era,,,,,4,4,,,,,,1,0
M,U,R,I,TRUE,45-54,H,C,I,0,Jet Setters,5,5,4,,5,,4,,,5,,1,0
M,S,S,I,TRUE,55-64,H,C,R,0,Suburban Socialites,,1,2,3,2,,3,5,1,,5,1,0
M,Q,R,I,,65-74,H,B,D,0,Country Club Set,,,,,,,,,,,,1,0
F,Q,R,I,TRUE,65-74,H,C,R,0,Suburban Socialites,,,,5,4,,5,4,,5,,1,0
F,J,J,F,,55-64,H,G,D,0,Movin On Up,,,,,,,,,,,,,0
F,Q,O,I,TRUE,55-64,H,B,D,0,Wealth Whispers,5,3,3,,5,5,,5,,,5,1,0
F,Q,O,I,TRUE,55-64,H,B,D,0,Wealth Whispers,5,3,3,,5,5,,5,,,5,1,0
M,M,Q,G,TRUE,45-54,H,D,D,0,Lowkey Luxe,,,,,,,,,,,,3,0
M,Q,Q,I,,75+,H,C,I,0,Senior Elite,,,,,,,,,,,,1,0
M,Q,Q,I,,75+,H,C,I,0,Senior Elite,,,,,,,,,,,,1,0
F,U,N,I,,75+,H,C,R,0,Golden Era,,,,,,,,,,,,1,0
M,Q,Q,I,TRUE,55-64,H,F,D,0,Wealth Whispers,,,,,,,,,,,,2,0
M,Q,R,I,TRUE,65-74,H,C,R,0,Wealth Whispers,4,,1,1,2,,,,1,2,,1,0
M,Q,O,H,,75+,H,B,D,0,Old Money,3,,,,,,,,5,,,1,0
F,S,Q,I,,65-74,H,C,D,0,Wealth Whispers,,,4,,,,4,,2,,,2,0
F,Q,O,I,,65-74,H,C,D,0,Urban Elites,,,,,,,,,,,,4,0
F,P,Q,I,TRUE,65-74,H,C,D,0,Wealth Whispers,,4,,,2,2,4,,5,4,,2,0
F,Q,O,I,TRUE,35-44,H,C,I,0,Minivans and Malls,,,,,5,,,,,5,,1,0
F,Q,O,I,TRUE,35-44,H,C,I,0,Minivans and Malls,,,,,5,,,,,5,,1,0
F,Q,P,I,,75+,H,A,I,0,Country Club Set,,,,,,,3,,,,,1,0
F,U,N,G,TRUE,65-74,H,,D,0,Silver Sneakers,2,5,1,1,5,5,,,,5,,1,0
F,R,N,I,,75+,H,B,R,0,Silver Sneakers,,2,,,,,,,,,,1,0
M,N,N,H,,75+,H,B,I,0,Golden Era,,,,,,,,,,,,,0
F,Q,R,I,TRUE,55-64,H,C,I,0,Wealth Whispers,,4,,,5,5,,,,2,,2,0
M,Q,P,I,TRUE,55-64,H,,D,0,Suburban Socialites,,5,,,2,,5,,5,2,,2,0
M,Q,P,I,TRUE,55-64,H,,D,0,Suburban Socialites,,5,,,2,,5,,5,2,,2,0
M,Q,S,I,,65-74,H,B,R,0,Old Money,,,,,,,,,,,,1,0
F,Q,P,I,,55-64,H,B,R,0,Wealth Whispers,3,,5,,5,,5,,,5,,3,0
F,O,Q,I,TRUE,55-64,H,A,R,0,Suburban Socialites,,,5,,5,,,5,4,,1,1,0
M,R,S,I,TRUE,45-54,H,C,D,0,Lowkey Luxe,,5,5,,3,5,,5,2,3,,2,0
M,R,R,I,TRUE,65-74,H,B,D,0,Old Money,4,,,,,,,,,,,1,0
F,P,N,H,,55-64,H,C,,0,Single Sophisticates,,,,,,,,,,,,5,0
F,R,Q,I,TRUE,65-74,H,F,D,0,Old Money,,,5,,,,,,,,,1,0
F,R,Q,I,TRUE,65-74,H,F,D,0,Old Money,,,5,,,,,,,,,1,0
M,Q,L,H,,75+,H,,D,0,Retired and Relaxed,,,,,,,,,4,,,1,0
M,Q,L,H,,75+,H,,D,0,Retired and Relaxed,,,,,,,,,4,,,1,0
F,U,N,I,,75+,H,A,I,0,Golden Era,,,,,,,,,,,,1,0
F,Q,P,I,TRUE,55-64,H,C,D,0,Wealth Whispers,2,5,5,,,,,,,,,2,0
F,Q,S,I,TRUE,55-64,H,B,R,0,Wealth Whispers,,,5,,5,,,,5,5,,1,0
F,Q,O,I,,55-64,H,B,D,0,Single and Thriving,,,5,,2,2,,,,,,2,0
F,Q,Q,H,TRUE,45-54,H,C,I,0,Jet Setters,,,,,2,2,,,,,,2,0
M,Q,N,G,FALSE,55-64,H,E,D,0,Single Sophisticates,5,3,,,,,5,,,,,3,0
M,Q,R,I,TRUE,55-64,H,B,R,0,Wealth Whispers,1,2,,,,,4,,,,,1,0
M,Q,N,I,TRUE,75+,H,B,I,0,Silver Sneakers,,,5,,,,,,,,,1,0
F,Q,S,G,TRUE,45-54,H,B,I,0,Lowkey Luxe,5,5,5,,,,5,,5,,,2,0
F,Q,S,I,TRUE,55-64,H,B,,0,Suburban Socialites,,5,5,5,,,,,1,,1,1,0
M,S,Q,I,TRUE,75+,H,C,D,0,Old Money,5,4,5,4,2,2,,3,1,2,,1,0
M,O,P,I,TRUE,55-64,H,B,D,0,Hometown Heroes,,5,2,,,,,4,3,,1,1,0
F,R,S,I,TRUE,55-64,H,B,,0,Suburban Socialites,,5,,1,5,5,1,,5,5,,1,0
M,N,P,I,,65-74,H,A,R,0,Old Money,,,,,,,,,,,,1,0
F,Q,S,I,TRUE,55-64,H,C,R,0,Wealth Whispers,5,5,,,,,,,,,,3,0
F,Q,Q,I,TRUE,55-64,H,B,L,0,Wealth Whispers,,5,,,,,,,,,,2,0
M,N,N,D,,75+,H,G,D,0,Silver Sneakers,,3,5,,5,5,5,,,,,1,0
F,M,B,I,TRUE,65-74,H,A,D,0,Mid Century Moderns,,5,,,3,,5,3,,5,,3,0
F,Q,O,I,TRUE,55-64,H,F,D,0,Wealth Whispers,5,5,3,5,,,5,,,,,1,0
F,Q,N,I,TRUE,65-74,H,C,R,0,Silver Sneakers,,,5,,,,,,,,,5,0
F,N,O,I,TRUE,55-64,H,B,R,0,Single and Thriving,,2,4,2,5,5,2,,,,,2,0
F,,N,E,FALSE,55-64,H,,R,0,Country Clout,5,,,,1,,3,,,1,,1,0
M,Q,O,I,,75+,H,B,D,0,Old Money,,,,,,,,,5,,,1,0
F,,O,I,FALSE,55-64,9,,,0,Single and Thriving,,,4,,,,5,,,,,4,0
F,,O,I,FALSE,55-64,9,,,0,Single and Thriving,,,4,,,,5,,,,,4,0
M,P,O,I,TRUE,65-74,H,C,R,0,Old Money,,,,,,,,,5,,,2,0
F,U,L,H,,65-74,,C,D,0,Smart Singles,,,,,,,,,,,,,0
F,U,L,H,,65-74,,C,D,0,Smart Singles,,,,,,,,,,,,,0
F,M,N,I,TRUE,65-74,H,A,D,0,Silver Sneakers,,5,,4,2,3,,3,,2,,2,0
M,U,S,I,,75+,R,B,D,0,Old Money,,,5,,2,,,,,2,,1,0
F,U,L,I,,75+,R,C,R,0,Golden Era,,,,,,,,,,,,,0
F,U,N,I,TRUE,75+,R,B,D,0,Golden Era,,,,,5,,,,5,5,,5,0
F,Q,O,I,TRUE,75+,H,E,D,0,Old Money,,4,,1,,,5,,,,,1,0
M,Q,Q,I,,65-74,H,C,D,0,Single and Thriving,,,4,,5,,5,,,,,4,0
M,Q,Q,I,,65-74,H,C,D,0,Single and Thriving,,,4,,5,,5,,,,,4,0
F,Q,Q,I,FALSE,55-64,H,B,D,0,Single and Thriving,,5,,5,4,,,,,4,,4,0
M,R,O,I,,75+,H,C,D,0,Senior Elite,,2,5,,,,4,,,,5,2,0
M,R,O,I,,75+,H,C,D,0,Senior Elite,,2,5,,,,4,,,,5,2,0
M,R,O,I,,75+,H,C,D,0,Senior Elite,,2,5,,,,4,,,,5,2,0
F,Q,H,H,TRUE,75+,H,C,D,0,Blue Collar Boomers,,,,,4,,,,,4,,4,0
F,Q,H,H,TRUE,75+,H,C,D,0,Blue Collar Boomers,,,,,4,,,,,4,,4,0
M,U,N,I,TRUE,35-44,H,C,R,0,Working for the Weekend,,,,,,,,,,,,,0
M,U,N,A,TRUE,65-74,H,D,L,0,Single Sophisticates,,,4,,5,5,,,,,,4,0
M,Q,O,I,TRUE,75+,H,B,D,0,Urban Elites,,5,4,5,,,5,,,,,1,0
F,Q,O,H,FALSE,45-54,H,D,D,0,Jet Setters,,,,,,,,,,,,2,0
F,Q,O,I,,65-74,H,A,D,0,Urban Elites,,,,,,,,,,,,1,0
F,U,L,I,,75+,H,C,D,0,Smart Singles,,,1,,,,,,,,,1,0
F,S,R,I,TRUE,75+,H,B,D,0,Old Money,,,5,,2,2,,,,,,2,0
F,S,R,I,TRUE,75+,H,B,D,0,Old Money,,,5,,2,2,,,,,,2,0
F,S,R,I,TRUE,75+,H,B,D,0,Old Money,,,5,,2,2,,,,,,2,0
F,U,O,H,,65-74,R,C,D,0,Urban Elites,,,,,,,,,,,,3,0
F,,N,I,,75+,H,,D,0,Golden Era,,5,,,,,,,,,,5,0
M,R,Q,I,,65-74,H,E,D,0,Urban Elites,,,,,,,,,,,,5,0
